"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","119/1600","242/18903",5.9277317988788e-63,2.68795692843704e-60,2.22360848340717e-60,"GCFC2/PRPF31/SCAF11/ATM/ABT1/PRPF18/SNRPB2/POLR2D/GEMIN4/COIL/RPL10/EIF5/DDX23/SF3B1/SRSF5/YTHDC1/EIF3A/SRSF1/LUC7L3/PSIP1/EIF2S3/SNIP1/PRPF39/SNRNP200/ATR/ZNHIT6/SF3A3/SRSF10/DHX9/DDX46/SART3/MRPS11/DHX29/CLP1/GEMIN5/SHQ1/RPF2/SNRPD3/PWP2/NUDT21/DHX30/RUVBL2/SF3B2/EIF3D/RPL38/LUC7L/PRMT7/USP39/AGO3/MRPL20/SRSF6/CPSF6/MRTO4/SF3A2/XAB2/PRPF8/LSM2/SF3B5/EIF3B/SRSF9/VCP/LSM4/NUFIP1/SF1/SF3B4/EIF4B/EIF3L/RPL24/RPS27/RPL11/RPL23A/CLNS1A/EIF3M/DICER1/RPL5/SNRPD1/SNRPA1/PRKDC/DENR/RPL6/EIF3E/PTGES3/EIF6/STRAP/RPS15/RPS28/TAF9/EIF2S2/HTATSF1/DDX1/SF3B3/SF3A1/RBMX/PTBP2/CRNKL1/GEMIN6/CDC73/WDR77/NOP2/ERAL1/RUVBL1/SNRPB/RPSA/RPS27L/SNRPC/EIF3I/MRPS7/SRPK1/SMN2/NCBP1/HSP90AB1/BRIX1/SNRPE/FASTKD2/PRMT5/PRPF19/SNRPF/SNRPD2/XRCC5",119
"GO:0006403","GO:0006403","RNA localization","96/1600","202/18903",3.43137921623692e-49,1.42630996088248e-46,1.17991285330252e-46,"NXF1/IGF2BP3/ATM/THOC1/YBX1/MAGOHB/DDX39A/POLR2D/NUP155/NUP188/CCT2/NUP88/PCID2/TPR/RANBP2/ZC3H11A/POM121/YTHDC1/HNRNPU/SRSF1/IGF2BP2/XPO5/EXOSC10/EIF5A2/ATR/UPF2/ZNHIT6/NUP43/DHX9/MAGOH/MCM3AP/SETD2/THOC2/POLDIP3/THOC6/NUP160/DDX19A/PARN/PNPT1/SHQ1/ALYREF/NOL6/MYO1C/NUP214/RAE1/RUVBL2/KHDRBS1/FUBP3/NHP2/G3BP2/CHTOP/PEG10/NUP37/NUP153/UPF1/CPSF6/NUP205/DKC1/NUP107/KHSRP/CCT7/ALKBH5/MRPL18/STAU1/HNRNPA1/TCP1/SEH1L/CCT8/KPNB1/SRSF3/SSB/LRPPRC/NPM1/CCT4/CCT5/CKAP5/XPO1/HNRNPA2B1/XPOT/NUP93/RBM8A/NUP54/RUVBL1/SEC13/HNRNPAB/FMR1/NCBP1/SNUPN/NDC1/RAN/CCT6A/NCBP2/CCT3/UPF3B/NUP133/NSUN2",96
"GO:0043414","GO:0043414","macromolecule methylation","126/1600","348/18903",3.82292250424537e-48,1.46682595778276e-45,1.21342965316938e-45,"NCOA6/ASH2L/TRDMT1/ZCCHC4/TRMT1/PRDM2/TARBP1/METTL2B/METTL18/PIK3CA/METTL4/WDR6/MEPCE/MTO1/SIRT1/TFB1M/WDR82/SETD6/RIF1/NSD1/MTRR/EHMT1/OGT/ATRX/ARID4B/PARP1/PAXBP1/MTA2/ASH1L/CMTR1/METTL5/NSUN6/N6AMT1/TRMT13/SUV39H2/TRMT44/RRP8/NDUFAF7/EED/SETMAR/ZC3H13/RBM15/TRMT6/CBLL1/SETD1A/SETD2/LARP7/THUMPD2/CTR9/PCMTD2/TRMT61B/METTL1/METTL16/TRMT61A/TRMT11/LMNA/KDM1A/SNW1/SNRPD3/CTCF/HEMK1/CARM1/EMG1/FAM98A/NELFE/MEN1/HCFC2/PRDM4/PPM1D/TRMT12/MRM1/SETDB1/CHTOP/DNMT3B/TRMT2A/PRMT7/DNMT3A/DOT1L/WDR4/SMYD5/KANSL3/CTNNB1/EZH2/MGMT/FTSJ3/PRMT1/PAXIP1/NSUN5/TRIM28/TRMT112/BRCA1/ETF1/CLNS1A/SUZ12/SNRPD1/TRMT10C/SUV39H1/HSD17B10/SMAD4/TRMT5/GSPT1/WDR77/NOP2/MBD3/SNRPB/ZMPSTE24/GATAD2A/PCMT1/DNMT1/HCFC1/TFB2M/FBXO11/RNMT/PRMT3/SNRPE/FTSJ1/SMARCB1/DIMT1/TRMT1L/PRMT5/SNRPF/SMARCA5/SNRPD2/NELFA/TRMT2B/NSUN2",126
"GO:0032259","GO:0032259","methylation","133/1600","390/18903",2.34124006294716e-47,8.34150388141458e-45,6.90049702763372e-45,"NCOA6/ASH2L/TRDMT1/ZCCHC4/TRMT1/PRDM2/TARBP1/METTL2B/METTL18/PIK3CA/METTL4/WDR6/MEPCE/MTO1/SIRT1/TFB1M/WDR82/SETD6/RIF1/NSD1/MTRR/EHMT1/OGT/ATRX/ARID4B/PARP1/PAXBP1/MTA2/ASH1L/CMTR1/METTL5/METTL17/NSUN6/N6AMT1/MTAP/TRMT13/SUV39H2/TRMT44/RRP8/NDUFAF7/EED/SETMAR/ZC3H13/RBM15/TRMT6/CBLL1/SETD1A/SETD2/LARP7/DPH5/THUMPD2/CTR9/PCMTD2/TRMT61B/METTL1/METTL16/TRMT61A/TRMT11/LMNA/KDM1A/SNW1/SNRPD3/CTCF/HEMK1/COMT/CARM1/EMG1/FAM98A/NELFE/MEN1/HCFC2/PRDM4/PPM1D/TRMT12/MRM1/METTL13/SETDB1/CHTOP/DNMT3B/TRMT2A/PRMT7/TYMS/DNMT3A/DOT1L/WDR4/SMYD5/KANSL3/CTNNB1/EZH2/MGMT/FTSJ3/PRMT1/PAXIP1/NSUN5/TRIM28/TRMT112/BRCA1/ETF1/CLNS1A/SUZ12/SNRPD1/TRMT10C/MTR/SUV39H1/HSD17B10/SMAD4/TRMT5/GSPT1/WDR77/NOP2/MBD3/SNRPB/ZMPSTE24/GATAD2A/PCMT1/DNMT1/HCFC1/TFB2M/FBXO11/RNMT/PRMT3/SNRPE/FTSJ1/SMARCB1/DIMT1/TRMT1L/PRMT5/SNRPF/SMARCA5/SNRPD2/NELFA/TRMT2B/NSUN2",133
"GO:0002181","GO:0002181","cytoplasmic translation","84/1600","161/18903",2.84475315309484e-47,9.45975248509137e-45,7.82556656851352e-45,"YBX1/DRG1/RPL10/EIF5/RPL26L1/PABPC1/RPS20/CSDE1/RPL34/RPL21/EIF3A/HNRNPU/EIF2S3/RPS21/DHX9/EIF4A1/RPL7/DHX29/DPH5/RPL35A/RPS29/EIF3D/CNBP/RBM4/MTOR/RPL37A/RPL38/RPS11/HNRNPD/FAU/EIF3B/YTHDF2/RPS4X/EIF4B/EIF3L/RPL24/RPL30/RPL32/RPS27/RPL23/RPL19/RPL14/RPS23/RPS12/RPL11/RPS25/RPS6/RPL23A/ETF1/EIF3M/RPL5/RPS3A/RPS7/RPS24/DENR/RPL4/RPL31/RPL22/RPL17/RPL6/EIF3E/EIF4G1/RPS15/RPS28/EIF2S2/RPL26/RPL37/RPL29/RPLP2/RPL27A/RPS18/RPS17/RPL28/RPSA/EIF3I/SYNCRIP/FMR1/NCBP1/RPL35/RPL27/FTSJ1/NCBP2/EIF4A2/RPS9",84
"GO:0006401","GO:0006401","RNA catabolic process","109/1600","299/18903",4.84138553670141e-42,1.50930194106666e-39,1.24856784893878e-39,"LARP4B/IGF2BP3/ATM/TAF15/TRDMT1/YBX1/WDR82/MAGOHB/POLR2D/PABPC1/PCID2/PAN2/CSDE1/FXR1/ZC3H14/DDX5/PUM2/HNRNPU/HNRNPM/IGF2BP2/POP1/GIGYF2/EXOSC10/THRAP3/EXOSC1/CNOT4/FUS/UPF2/MTPAP/DHX9/DIS3/EXOSC2/MAGOH/SMG8/PARN/METTL16/PNPT1/EXOSC3/EXOSC9/PDE12/FTO/EXOSC4/RBM10/CNOT1/CNOT7/HNRNPA0/YTHDF1/EDC3/HNRNPD/DCP1A/AGO3/UPF1/RNH1/MRTO4/DKC1/CNOT3/LARP1/KHSRP/LSM2/LSM4/ALKBH5/YTHDF2/RNPS1/ETF1/SERBP1/EIF4ENIF1/DICER1/SSB/LRPPRC/NPM1/EXOSC8/EIF3E/GRSF1/TARDBP/HNRNPC/RNASEH1/TBRG4/SND1/RBM8A/GSPT1/LSM6/YTHDF3/PELO/SUPV3L1/ZCCHC8/ELAVL1/SYNCRIP/LSM5/HNRNPAB/EXOSC7/EDC4/FEN1/MLH1/FMR1/NCBP1/APEX1/LSM7/FASTKD2/SLIRP/NCBP2/PABPC4/ELAC2/ROCK2/EXOSC5/PPP1R8/UPF3B/ZC3H18/NSUN2/XRN2",109
"GO:0006417","GO:0006417","regulation of translation","141/1600","486/18903",6.74915664523826e-41,1.98028196155579e-38,1.63818539005164e-38,"LARP4B/EIF2B2/IGF2BP3/EIF5B/ZCCHC4/LSM14A/METTL18/YBX1/POLR2D/RPL10/CAPRIN1/EIF5/PABPC1/PAN2/USP16/TPR/CSDE1/FXR1/ELP3/PUM2/DDX3X/HNRNPU/PTCD3/TIA1/ALKBH1/EIF2S3/IGF2BP2/METTL5/GIGYF2/EIF5A2/CNOT4/EIF4G2/GUF1/ILF3/DHX9/DIS3/EXOSC2/MAGOH/TRUB2/IREB2/DHX29/POLDIP3/DPH5/RNF139/PARN/GEMIN5/METTL16/PNPT1/EXOSC3/MTPN/EIF2AK4/LARP4/EXOSC9/PDE12/DDX6/EIF2B4/FTO/TCOF1/CNOT1/CNOT7/KHDRBS1/NGDN/EIF3D/CNBP/YTHDF1/RBM4/HSPB1/MTOR/RPL38/HNRNPD/DCP1A/AGO3/TYMS/UPF1/CNOT3/LARP1/KHSRP/NSUN5/EIF3B/C1QBP/SHMT2/HBS1L/EEF2/YTHDF2/RPS4X/EIF4B/EIF2A/ETF1/EIF4ENIF1/RPL5/NOLC1/TRMT10C/LRPPRC/ABCE1/PRKDC/NPM1/EXOSC8/RPL22/EIF3E/NCL/EIF4G1/EIF6/TARDBP/MTIF2/DDX1/RBM4B/SRP9/EIF5A/HNRNPL/EIF4E/TRAP1/PURA/RBM8A/GSPT1/YTHDF3/PUS7/RPL26/PELO/PA2G4/TMED2/MRPL13/BZW1/RPS27L/ELAVL1/SYNCRIP/EXOSC7/MLH1/FMR1/NCBP1/EIF2AK2/EIF4G3/FASTKD2/NCBP2/NAT10/EIF4A2/ROCK2/EXOSC5/UPF3B/MRPS27/RPS9/EIF2S1",141
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","109/1600","309/18903",1.78176643840239e-40,4.93747277486174e-38,4.08451721551893e-38,"LARP4B/IGF2BP3/TAF15/SAFB/YBX1/POLR2D/PABPC1/PCID2/MBNL1/PAN2/CSDE1/FXR1/ZC3H14/SLTM/DDX5/RBM25/PUM2/YTHDC1/HNRNPU/HNRNPM/RBM39/TIA1/RBM42/PTCD2/IGF2BP2/GIGYF2/THRAP3/CNOT4/FUS/SRSF10/DHX9/DIS3/EXOSC2/RBM15/MAGOH/NSRP1/LARP7/PARN/METTL16/PNPT1/EXOSC3/EXOSC9/PDE12/HNRNPK/SNW1/FTO/NUDT21/RBM10/CNOT1/CNOT7/HNRNPA0/KHDRBS1/YTHDF1/RBM4/TRA2A/HNRNPD/DCP1A/UPF1/SRSF6/SRSF4/SRRM1/CPSF6/CNOT3/LARP1/KHSRP/SRSF9/C1QBP/ALKBH5/SF1/YTHDF2/RNPS1/SF3B4/HNRNPA1/CLNS1A/SERBP1/EIF4ENIF1/SRSF3/NPM1/EXOSC8/NCL/TARDBP/HNRNPA2B1/HNRNPC/TBRG4/HNRNPL/SMU1/RBMX/RBM8A/CDC73/WDR77/YTHDF3/ELAVL1/SYNCRIP/HNRNPAB/DAZAP1/EXOSC7/SRPK1/MLH1/FMR1/NCBP1/APEX1/U2AF2/FASTKD2/NCBP2/PRMT5/PRPF19/PABPC4/ROCK2/EXOSC5",109
"GO:0006399","GO:0006399","tRNA metabolic process","85/1600","195/18903",5.41348005312448e-40,1.42118097394657e-37,1.17566990627413e-37,"YARS2/TARS2/PUS3/TRDMT1/WARS2/TRMT1/TARBP1/POP5/METTL2B/THUMPD1/WDR6/MTO1/OSGEPL1/ELP3/DARS2/ALKBH1/QRSL1/POP1/RARS2/EXOSC10/CDKAL1/NSUN6/TRMT13/TRMT44/MOCS3/DUS4L/PUS1/EXOSC2/TRMT6/TRUB2/ELAC1/ZBTB8OS/PTCD1/THUMPD2/CLP1/TRMT61B/METTL1/POP4/AARS2/FARSB/EXOSC3/RPP30/TRMT61A/TRMT11/EXOSC9/GTF3C5/RPP38/GTF3C4/FAM98A/ADAT1/KTI12/TRMT12/TYW1/FARS2/TRMT2A/WDR4/TSEN2/NARS2/GTF3C3/LRRC47/POP7/TPRKB/TRMT112/DICER1/SSB/TRMT10C/EXOSC8/GRSF1/HSD17B10/DDX1/TRMT5/LSM6/PUS7/EXOSC7/THG1L/GTF3C2/FTSJ1/RPP40/TRMT1L/NAT10/ELAC2/FARSA/GTF3C1/TRMT2B/NSUN2",85
"GO:0006913","GO:0006913","nucleocytoplasmic transport","112/1600","329/18903",7.28265944209831e-40,1.72980501415173e-37,1.43097869739476e-37,"NEDD4/NXF1/THOC1/FBXO22/RBM22/MAGOHB/IPO8/DDX39A/POLR2D/NUP155/NUP188/LSG1/KPNA2/NUP88/PCID2/IPO5/TPR/UBR5/RANBP2/CSE1L/ZC3H11A/POM121/YTHDC1/XPO7/XPO5/UPF2/NUP43/DHX9/MAGOH/MCM3AP/STK3/SETD2/THOC2/POLDIP3/SMURF1/THOC6/NUP160/DDX19A/NF1/ALYREF/NOL6/LMNA/YWHAE/NUP214/RAE1/KHDRBS1/LTV1/SQSTM1/RBM4/SDAD1/CHTOP/PRKAG1/CDK1/NUP37/NUP153/UPF1/CPSF6/NUP205/NUP107/ANP32B/TP53/PHB2/TRIM28/ALKBH5/HNRNPA1/RPL23/SEH1L/EIF4ENIF1/KPNB1/SRSF3/SSB/NOLC1/IPO7/ABCE1/NPM1/EIF6/RPS15/TARDBP/XPO1/HNRNPA2B1/SUMO1/PPP1CC/XPOT/HSPA9/EMD/NUP93/TNPO3/RANBP6/RANGAP1/RBM8A/NUP54/TNPO1/RIOK2/MED1/SEC13/TXN/ECT2/ELAVL1/PTPN11/NCBP1/KPNA1/SNUPN/HSP90AB1/NDC1/RAN/XPO4/NCBP2/RANBP1/UPF3B/NUP133/PPP1R10/NSUN2",112
"GO:0051169","GO:0051169","nuclear transport","112/1600","329/18903",7.28265944209831e-40,1.72980501415173e-37,1.43097869739476e-37,"NEDD4/NXF1/THOC1/FBXO22/RBM22/MAGOHB/IPO8/DDX39A/POLR2D/NUP155/NUP188/LSG1/KPNA2/NUP88/PCID2/IPO5/TPR/UBR5/RANBP2/CSE1L/ZC3H11A/POM121/YTHDC1/XPO7/XPO5/UPF2/NUP43/DHX9/MAGOH/MCM3AP/STK3/SETD2/THOC2/POLDIP3/SMURF1/THOC6/NUP160/DDX19A/NF1/ALYREF/NOL6/LMNA/YWHAE/NUP214/RAE1/KHDRBS1/LTV1/SQSTM1/RBM4/SDAD1/CHTOP/PRKAG1/CDK1/NUP37/NUP153/UPF1/CPSF6/NUP205/NUP107/ANP32B/TP53/PHB2/TRIM28/ALKBH5/HNRNPA1/RPL23/SEH1L/EIF4ENIF1/KPNB1/SRSF3/SSB/NOLC1/IPO7/ABCE1/NPM1/EIF6/RPS15/TARDBP/XPO1/HNRNPA2B1/SUMO1/PPP1CC/XPOT/HSPA9/EMD/NUP93/TNPO3/RANBP6/RANGAP1/RBM8A/NUP54/TNPO1/RIOK2/MED1/SEC13/TXN/ECT2/ELAVL1/PTPN11/NCBP1/KPNA1/SNUPN/HSP90AB1/NDC1/RAN/XPO4/NCBP2/RANBP1/UPF3B/NUP133/PPP1R10/NSUN2",112
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","53/1600","78/18903",1.36815370203351e-38,3.1019775753378e-36,2.56610646505807e-36,"MPHOSPH10/WDR46/ABT1/NOB1/RPS21/METTL17/NOL10/DCAF13/FCF1/NOL11/MRPS11/NOM1/SURF6/KRI1/PWP2/EMG1/NGDN/LTV1/RPL38/UTP20/WDR3/RPS27/RPS25/RPS6/DDX52/RPS7/PRKDC/RPS24/NPM1/TBL3/RPS15/RPS28/IMP4/WDR43/TSR1/RIOK2/ERAL1/UTP6/LSM6/RPS17/RRP36/UTP3/RPSA/RPS27L/MRPS7/TSR2/NOP14/BYSL/RPP40/NAT10/BMS1/XRCC5/IMP3",53
"GO:0051236","GO:0051236","establishment of RNA localization","76/1600","166/18903",1.05467542413669e-37,2.28727000677991e-35,1.89214080668916e-35,"NXF1/IGF2BP3/ATM/THOC1/YBX1/MAGOHB/DDX39A/POLR2D/NUP155/NUP188/NUP88/PCID2/TPR/RANBP2/ZC3H11A/POM121/YTHDC1/SRSF1/IGF2BP2/XPO5/EIF5A2/ATR/UPF2/NUP43/DHX9/MAGOH/MCM3AP/SETD2/THOC2/POLDIP3/THOC6/NUP160/DDX19A/PNPT1/ALYREF/NOL6/MYO1C/NUP214/RAE1/KHDRBS1/G3BP2/CHTOP/PEG10/NUP37/NUP153/UPF1/CPSF6/NUP205/NUP107/KHSRP/ALKBH5/MRPL18/HNRNPA1/SEH1L/KPNB1/SRSF3/SSB/LRPPRC/NPM1/CKAP5/XPO1/HNRNPA2B1/XPOT/NUP93/RBM8A/NUP54/SEC13/FMR1/NCBP1/SNUPN/NDC1/RAN/NCBP2/UPF3B/NUP133/NSUN2",76
"GO:0009451","GO:0009451","RNA modification","78/1600","176/18903",2.05605169128081e-37,4.27316076504529e-35,3.53496606571087e-35,"PUS3/TRDMT1/ZCCHC4/RPUSD2/TRMT1/TARBP1/METTL2B/THUMPD1/METTL4/WDR6/MEPCE/MTO1/TFB1M/OSGEPL1/ELP3/ALKBH1/CMTR1/METTL5/CDKAL1/NSUN6/TRMT13/TRMT44/MOCS3/DUS4L/PUS1/ZC3H13/RBM15/TRMT6/TRUB2/CBLL1/LARP7/THUMPD2/TRMT61B/METTL1/PARN/AARS2/METTL16/TRMT61A/TRMT11/PUS7L/SNRPD3/FTO/EMG1/KTI12/TRMT12/NHP2/MRM1/TYW1/TRMT2A/WDR4/GAR1/FTSJ3/DKC1/NSUN5/ALKBH5/TPRKB/TRMT112/SSB/SNRPD1/TRMT10C/HSD17B10/TRMT5/NOP2/SNRPB/PUS7/HNRNPAB/TFB2M/RNMT/THG1L/SNRPE/FTSJ1/DIMT1/TRMT1L/NAT10/SNRPF/SNRPD2/TRMT2B/NSUN2",78
"GO:0006402","GO:0006402","mRNA catabolic process","93/1600","248/18903",3.7508593917813e-37,7.48371465848204e-35,6.19089213296113e-35,"LARP4B/IGF2BP3/ATM/TAF15/YBX1/MAGOHB/POLR2D/PABPC1/PCID2/PAN2/CSDE1/FXR1/ZC3H14/DDX5/PUM2/HNRNPU/HNRNPM/IGF2BP2/GIGYF2/EXOSC10/THRAP3/CNOT4/FUS/UPF2/MTPAP/DHX9/DIS3/EXOSC2/MAGOH/SMG8/PARN/METTL16/PNPT1/EXOSC3/EXOSC9/PDE12/FTO/EXOSC4/RBM10/CNOT1/CNOT7/HNRNPA0/YTHDF1/EDC3/HNRNPD/DCP1A/AGO3/UPF1/RNH1/MRTO4/CNOT3/LARP1/KHSRP/LSM2/LSM4/ALKBH5/YTHDF2/RNPS1/ETF1/SERBP1/EIF4ENIF1/SSB/NPM1/EXOSC8/EIF3E/TARDBP/HNRNPC/TBRG4/SND1/RBM8A/GSPT1/LSM6/YTHDF3/PELO/SUPV3L1/ELAVL1/SYNCRIP/LSM5/HNRNPAB/EXOSC7/EDC4/MLH1/FMR1/NCBP1/APEX1/LSM7/FASTKD2/NCBP2/PABPC4/ROCK2/EXOSC5/UPF3B/XRN2",93
"GO:0050657","GO:0050657","nucleic acid transport","74/1600","163/18903",1.98223441850113e-36,3.53120902838702e-34,2.92118756410693e-34,"NXF1/IGF2BP3/THOC1/YBX1/MAGOHB/DDX39A/POLR2D/NUP155/NUP188/NUP88/PCID2/TPR/RANBP2/ZC3H11A/POM121/YTHDC1/SRSF1/IGF2BP2/XPO5/EIF5A2/UPF2/NUP43/DHX9/MAGOH/MCM3AP/SETD2/THOC2/POLDIP3/THOC6/NUP160/DDX19A/PNPT1/ALYREF/NOL6/MYO1C/NUP214/RAE1/KHDRBS1/G3BP2/CHTOP/PEG10/NUP37/NUP153/UPF1/CPSF6/NUP205/NUP107/KHSRP/ALKBH5/MRPL18/HNRNPA1/SEH1L/KPNB1/SRSF3/SSB/LRPPRC/NPM1/CKAP5/XPO1/HNRNPA2B1/XPOT/NUP93/RBM8A/NUP54/SEC13/FMR1/NCBP1/SNUPN/NDC1/RAN/NCBP2/UPF3B/NUP133/NSUN2",74
"GO:0050658","GO:0050658","RNA transport","74/1600","163/18903",1.98223441850113e-36,3.53120902838702e-34,2.92118756410693e-34,"NXF1/IGF2BP3/THOC1/YBX1/MAGOHB/DDX39A/POLR2D/NUP155/NUP188/NUP88/PCID2/TPR/RANBP2/ZC3H11A/POM121/YTHDC1/SRSF1/IGF2BP2/XPO5/EIF5A2/UPF2/NUP43/DHX9/MAGOH/MCM3AP/SETD2/THOC2/POLDIP3/THOC6/NUP160/DDX19A/PNPT1/ALYREF/NOL6/MYO1C/NUP214/RAE1/KHDRBS1/G3BP2/CHTOP/PEG10/NUP37/NUP153/UPF1/CPSF6/NUP205/NUP107/KHSRP/ALKBH5/MRPL18/HNRNPA1/SEH1L/KPNB1/SRSF3/SSB/LRPPRC/NPM1/CKAP5/XPO1/HNRNPA2B1/XPOT/NUP93/RBM8A/NUP54/SEC13/FMR1/NCBP1/SNUPN/NDC1/RAN/NCBP2/UPF3B/NUP133/NSUN2",74
"GO:0140053","GO:0140053","mitochondrial gene expression","74/1600","163/18903",1.98223441850113e-36,3.53120902838702e-34,2.92118756410693e-34,"YARS2/TEFM/TARS2/WARS2/METTL4/MTO1/TFB1M/POLRMT/MTERF1/DARS2/PTCD3/MRPL2/ALKBH1/QRSL1/RARS2/MRPS18C/MRPL44/PUS1/MRPS31/TRUB2/TFAM/MRPS11/PTCD1/TRMT61B/AARS2/MRPL32/PNPT1/MRPS15/PRKAA1/MTERF4/MRPL20/MRPL22/MRPL49/MRPL15/TUFM/C1QBP/SHMT2/MRPL18/TRMT10C/LRPPRC/DAP3/MRPL41/MTIF2/MRPS22/MRPS26/HSD17B10/MRPS34/MRPL17/TBRG4/MRPL40/MRPL42/MRPL4/MRPL11/MRPL19/MRPL9/TRMT5/MRPS35/SUPV3L1/MRPL48/MRPL13/MRPS7/MRPS14/MRPS2/MRPL39/MRPS12/MRPS16/TFB2M/MRPS30/MRPL16/MRPS28/MRPL3/FASTKD2/ELAC2/MRPS27",74
"GO:0033044","GO:0033044","regulation of chromosome organization","92/1600","252/18903",1.1409193781456e-35,1.96238133041042e-33,1.62337711881333e-33,"ATM/SMARCD1/PSMG2/CCT2/PCID2/MAD1L1/CUL3/IK/TPR/HNRNPU/ATRX/PARP1/CDC16/EXOSC10/ATR/SETMAR/SMC6/MAP2K7/PARN/SIN3A/PPHLN1/ARID1A/USP7/RNF4/SSBP1/ANAPC5/CTCF/NFRKB/RUVBL2/ANAPC2/SETDB1/ANAPC1/HNRNPD/XRCC1/PBRM1/TOP2A/SMC4/ERCC4/CCNB1/NCAPG/SMC2/NCAPD2/CDK2/MCM2/CTNNB1/UPF1/DKC1/CCT7/TRIM28/SFPQ/ZW10/HNRNPA1/TCP1/CCT8/GNL3/NBN/SMARCC1/RAD50/CCT4/CCT5/HNRNPA2B1/BUB3/ERCC1/RAD21/HNRNPC/NUMA1/ACTL6A/CDC27/BAZ1B/TRIP13/TERF2/RIOK2/RUVBL1/SMARCE1/PLK1/SMARCC2/DNMT1/FEN1/NCAPH/UCHL5/ZWILCH/DYNC1LI1/SMARCA4/SMARCB1/CCT6A/CDC23/NAT10/CCT3/SMARCA5/PPP1R10/XRCC5/BRD7",92
"GO:0016570","GO:0016570","histone modification","131/1600","474/18903",1.41700218799315e-35,2.35600230456995e-33,1.9489995006783e-33,"HDAC2/NCOA6/ASH2L/PRDM2/TADA2A/RNF2/NIPBL/EP300/DR1/SIRT1/WDR82/SETD6/RIF1/HDAC1/BRD8/TRIP12/NSD1/AKAP8/USP16/UBR5/UBE2N/SF3B1/EHMT1/OGT/ATRX/ARID4B/EP400/GTF2B/PAXBP1/MTA2/ASH1L/BRCC3/RBM14/N6AMT1/SUV39H2/RRP8/EED/SETMAR/SART3/SRCAP/SETD1A/MCM3AP/HDAC6/SETD2/YEATS4/CTR9/ATG5/SIN3A/TAF5L/HUWE1/TBL1XR1/RCOR1/LMNA/DDB1/USP7/GTF3C4/KDM1A/SNW1/CTCF/CARM1/TRRAP/MYBBP1A/NELFE/RUVBL2/DDB2/MEN1/HCFC2/PRDM4/TAF1/RING1/PARP2/ZZZ3/SETDB1/MAP3K7/CHTOP/DNMT3B/GLYR1/MAPK8/PRMT7/DOT1L/SMYD5/KANSL3/CTNNB1/EZH2/HAT1/PRMT1/TP53/SF3B5/TAF5/PAXIP1/MED24/TRMT112/TAF2/DEK/BRCA1/SFPQ/CLNS1A/SUZ12/SET/RBBP7/RBBP4/TAF9/SUV39H1/NOC2L/MTA1/CHD4/SF3B3/SMAD4/ACTL6A/BAZ1B/CDC73/WDR77/MBD3/RUVBL1/POLE3/NCAPG2/ZMPSTE24/GATAD2A/DNMT1/HCFC1/UFL1/MORF4L2/TAF12/CHEK1/SMARCB1/DDX21/PRMT5/SMARCA5/BRD7/NELFA/SMARCAD1",131
"GO:0006260","GO:0006260","DNA replication","97/1600","286/18903",1.77922048327751e-34,2.86282315180265e-32,2.36826631390419e-32,"THOC1/ORC3/METTL4/WRNIP1/FAF1/DDX23/RAD17/RECQL/ATRX/CIZ1/PARP1/POLE/ATR/KIN/DHX9/RBBP6/POLG/ORC5/SETMAR/SMC3/PDS5A/NOC3L/TOP1/PPP2R1A/GRWD1/POLK/ANKRD17/SIN3A/ALYREF/POLH/SSBP1/NFRKB/LIG3/CDK2AP1/CARM1/RUVBL2/WIZ/ZNF830/TTF1/CDK1/RFC3/MCM7/SSRP1/CDK2/RFC5/MCM2/DUT/MCM4/UPF1/MCM6/MCM3/TP53/POLD3/TOPBP1/DNAJA3/CHAF1A/SMARCAL1/POLA1/BRCA1/MCM5/TIPIN/GTPBP4/NASP/NBN/RAD50/NAP1L1/SET/RBBP7/PPP2CA/RBBP4/POLD2/RNASEH1/DNAJC2/WRN/EGFR/ACTL6A/ATF1/STOML2/PURA/TERF2/RUVBL1/POLD1/POLE3/RPA3/HMGA1/ZMPSTE24/PCNA/FEN1/RFC4/UCHL5/CHEK1/RFC2/RRM1/DDX21/RPA1/SMARCA5/RFC1",97
